yhu983	-55.135932043319656	190.92812586664874
rvu500	81.37476677670526	146.79354551612224
sit129	35.32851084013706	163.4844476768027
kxq649	63.266051470869456	59.4217041504796
jeg915	60.63404502123396	108.53011319646752
ibf176	39.167559279024374	286.5999451279363
thv807	68.81196902243497	15.639849055482458
nan516	-58.414830269290704	338.36668629347366
hcg191	14.990255544967908	182.65114395315717
ctx223	-24.69995194957579	207.42836192415945
kdk237	-44.94226329637636	31.344312831490218
bir241	-3.153489834917295	346.9677771035649
ook526	58.732127507891676	139.67155668235756
ibf103	-46.006023221614186	125.20125150578555
vdx375	-55.368074469789036	43.5924861675796
unt285	-14.23921143370822	102.07528091628612
brz387	-9.802218698227392	90.46737558341503
gos316	80.26284439808168	29.37087919381927
sfx958	46.359611504753616	61.850227373046145
jen198	0.9155653590837005	36.43669591111842
